"","Block","total_land_value_2017","total_improvement_value_2017","year","parklet"
"2753","3136",6785829,4008711,2017,0
"2754","3137",7801502,5665233,2017,0
"2755","3138",6638175,4327105,2017,0
"2756","3139",7362567,5834462,2017,0
"2757","3140",11801607,7938037,2017,0
"2758","3141",11107279,8150807,2017,0
"2759","3142",13543643,9032978,2017,0
"2760","3143",12751149,7966617,2017,0
"2761","3144A",8600192,8476204,2017,0
"2762","3144B",4217102,3037845,2017,0
"2763","3144C",6090904,4673204,2017,0
"2764","3145",10916526,8570518,2017,0
"2765","3146",16391835,11270725,2017,0
"2766","3147",16684750,9603522,2017,0
"2767","3148",10854664,7735748,2017,0
"2768","3149",15323987,10987610,2017,0
"2769","3150",6444771,4682232,2017,0
"2770","3151",9297645,5407131,2017,0
"2771","3152",7989050,5848857,2017,0
"2772","3153",16515853,9955944,2017,0
"2773","3154",8453509,6527432,2017,0
"2774","3155",3602538,2559169,2017,0
"2775","3156",11150412,8235275,2017,0
"2776","3157",11636087,8167364,2017,0
"2777","3158",13395802,8835907,2017,0
"2778","3159",4942854,3060005,2017,0
"2779","3160",7675521,4709984,2017,0
"2780","3161",3883492,2159887,2017,0
"2781","3162",4182043,2581104,2017,0
"2782","3163",7378025,5352222,2017,0
"2783","3164",11309716,6840112,2017,0
"2784","3165",7648568,5417503,2017,0
"2785","3166",13060651,7955576,2017,0
"2786","3167",6688646,4091842,2017,0
"2787","3168",3104027,2192936,2017,0
"2788","3169",6292701,3636680,2017,0
"2789","3173",6368126,3675423,2017,0
"2790","3174",8000511,5684939,2017,0
"2791","3175",7540226,5262486,2017,0
"2792","3176",9353566,6198432,2017,0
"2793","3177",12124006,7294041,2017,0
"2794","3178",3924434,3438664,2017,0
"2795","3179",0,0,2017,0
"2796","3180",16533813,100706833,2017,0
"2797","3181",8764046,5744962,2017,0
"2798","3182",9789257,6451110,2017,0
"2799","3184",4006992,2560446,2017,0
"2800","3185",3957813,2807980,2017,0
"2801","3189",7078866,4142552,2017,0
"2802","3190",7331248,4976729,2017,0
"2803","3191",2730756,1568866,2017,0
"2804","3196",8221330,5865359,2017,0
"2805","3197",8609090,10098064,2017,0
"2806","3198",5928174,4061616,2017,0
"2807","3199",4393663,3004167,2017,0
"2808","3202",8927329,6238454,2017,0
"2809","3203",10648791,7181183,2017,0
"2810","3204",9790012,6140060,2017,0
"2811","3206",10487584,10266764,2017,0
"2812","3207",5722832,7219997,2017,0
"2813","3208A",11687880,7679253,2017,0
"2814","3209",9839796,6327170,2017,0
"2815","3210",10039564,6251735,2017,0
"2816","3211",31479490,22358034,2017,0
"2817","3212",18526475,12262184,2017,0
"2818","3250",3188602,3429894,2017,0
"2819","3251",7643685,4457788,2017,0
"2820","3252",10408720,6947306,2017,0
"2821","3253",8002964,5557277,2017,0
"2822","3254",11473352,7462594,2017,0
"2823","3256",0,0,2017,0
"2824","3257",11683814,7969217,2017,0
"2825","3258",17795587,11057902,2017,0
"2826","3259",20681149,13245047,2017,0
"2827","3260",28686010,15164057,2017,0
"2828","3261",7548967,4751178,2017,0
"2829","3262",15760270,10541593,2017,0
"2830","3263",6140680,3546043,2017,0
"2831","3264",11849706,6529849,2017,0
"2832","3265",8554016,4808938,2017,0
"2833","3266A",0,0,2017,0
"2834","3267",15909997,10884337,2017,0
"2835","3269",4870870,2793938,2017,0
"2836","3270",14078687,8598669,2017,0
"2837","3271",10547778,6471389,2017,0
"2838","3272",7687668,4469868,2017,0
"2839","3273",21028922,13423710,2017,0
"2840","3274",7019818,4244333,2017,0
"2841","3275",8816727,5682122,2017,0
"2842","3275A",4458630,2856886,2017,0
"2843","3276",18461831,11427095,2017,0
"2844","3277",4941394,3670943,2017,0
"2845","3278",11288893,7854295,2017,0
"2846","3279",14384016,8469254,2017,0
"2847","3280",5219681,3704568,2017,0
"2848","3281",18851474,13903355,2017,0
"2849","3282",13468369,11071211,2017,0
"2850","3283",57302479,54063795,2017,0
"2851","3501",6310180,4633361,2017,0
"2852","3502",51249814,42623679,2017,0
"2853","3503",676828,1194434,2017,0
"2854","3504",25657963,21340773,2017,0
"2855","3505",11645041,7249884,2017,0
"2856","3506",69639462,1087099,2017,0
"2857","3507",108171090,214059556,2017,0
"2858","3507A",5282622,60503989,2017,0
"2859","3508",112891826,197187930,2017,0
"2860","3509",28527291,54195019,2017,0
"2861","3510",42592598,55226532,2017,0
"2862","3511",71838193,68267540,2017,0
"2863","3512",3711236,2474154,2017,0
"2864","3513",51059473,43626943,2017,0
"2865","3514",86101596,78673015,2017,0
"2866","3515",14051976,7244970,2017,1
"2867","3516",38931878,13861884,2017,0
"2868","3517",38530475,26378684,2017,0
"2869","3518",38282330,88623348,2017,0
"2870","3519",51176681,33172731,2017,0
"2871","3520",38504175,34091057,2017,1
"2872","3521",37686798,19716858,2017,1
"2873","3521",37686798,19716858,2017,1
"2874","3522",19727105,17669908,2017,1
"2875","3522",19727105,17669908,2017,1
"2876","3522",19727105,17669908,2017,1
"2877","3523",2031671,946603,2017,1
"2878","3524",17720905,24604236,2017,1
"2879","3525",39019792,34194573,2017,0
"2880","3526",13060705,15860917,2017,0
"2881","3527",1302571,1157840,2017,0
"2882","3528",23043154,28949931,2017,0
"2883","3529",6343857,4911565,2017,1
"2884","3529",6343857,4911565,2017,1
"2885","3530",15899372,8707499,2017,1
"2886","3530",15899372,8707499,2017,1
"2887","3531",13625654,8915160,2017,1
"2888","3531",13625654,8915160,2017,1
"2889","3531",13625654,8915160,2017,1
"2890","3532",70875380,61495618,2017,0
"2891","3533",49989913,75324748,2017,0
"2892","3534",75724157,70669059,2017,0
"2893","3535",20830137,80708141,2017,0
"2894","3536",5059385,11296783,2017,0
"2895","3537",54728445,45096676,2017,0
"2896","3538",66965698,57997977,2017,0
"2897","3539",46254879,4149437,2017,0
"2898","3540",60892417,50561073,2017,0
"2899","3541",60413291,51785426,2017,0
"2900","3542",34404140,37178043,2017,0
"2901","3543",23072622,56005327,2017,0
"2902","3544",57084245,50534676,2017,0
"2903","3545",50372824,46097752,2017,0
"2904","3546",22822885,19150200,2017,1
"2905","3547",59026963,116510644,2017,1
"2906","3547",59026963,116510644,2017,1
"2907","3548",72912328,62396574,2017,1
"2908","3549",27137044,24724583,2017,1
"2909","3549",27137044,24724583,2017,1
"2910","3550",9605090,6775452,2017,1
"2911","3551",1062960,1062960,2017,0
"2912","3552",18907432,13414350,2017,0
"2913","3553",44966148,40983256,2017,0
"2914","3554",31424910,31980923,2017,1
"2915","3554",31424910,31980923,2017,1
"2916","3554",31424910,31980923,2017,1
"2917","3554",31424910,31980923,2017,1
"2918","3554",31424910,31980923,2017,1
"2919","3555",44866047,51474072,2017,1
"2920","3555",44866047,51474072,2017,1
"2921","3556",68597849,71931221,2017,0
"2922","3557",62740837,61103363,2017,0
"2923","3558",64424711,59356968,2017,0
"2924","3559",28978396,17643259,2017,1
"2925","3560",36142756,38588138,2017,1
"2926","3561",57531031,45187756,2017,1
"2927","3562",24102511,18862453,2017,1
"2928","3563",23816380,21441295,2017,1
"2929","3564",69476368,62373850,2017,1
"2930","3565",8444330,8087801,2017,0
"2931","3566",31638906,31517939,2017,0
"2932","3567",21242642,19992571,2017,0
"2933","3568",47544341,39315430,2017,1
"2934","3568",47544341,39315430,2017,1
"2935","3568",47544341,39315430,2017,1
"2936","3569",36160988,39974006,2017,1
"2937","3569",36160988,39974006,2017,1
"2938","3570",48170921,56061427,2017,0
"2939","3571",8150606,4497795,2017,0
"2940","3572",22597278,15274203,2017,0
"2941","3573",47574515,41308794,2017,0
"2942","3574",28816882,22129922,2017,0
"2943","3575",34888311,40839360,2017,0
"2944","3576",57439265,52484887,2017,1
"2945","3576",57439265,52484887,2017,1
"2946","3576",57439265,52484887,2017,1
"2947","3576",57439265,52484887,2017,1
"2948","3576",57439265,52484887,2017,1
"2949","3577",29335704,29910349,2017,1
"2950","3577",29335704,29910349,2017,1
"2951","3578",50678960,51030386,2017,0
"2952","3579",18216901,16401569,2017,0
"2953","3580",43981861,42288280,2017,0
"2954","3581",65281214,46652447,2017,0
"2955","3582",63775462,52294398,2017,0
"2956","3583",54067691,49749568,2017,0
"2957","3584",70205904,52181021,2017,0
"2958","3585",64763075,53915802,2017,0
"2959","3586",0,0,2017,0
"2960","3587",63849511,55854324,2017,0
"2961","3588",75855664,69550889,2017,1
"2962","3588",75855664,69550889,2017,1
"2963","3588",75855664,69550889,2017,1
"2964","3589",55449183,45885716,2017,1
"2965","3589",55449183,45885716,2017,1
"2966","3589",55449183,45885716,2017,1
"2967","3590",44815415,32741057,2017,0
"2968","3591",21114386,15797068,2017,0
"2969","3592",12235786,5304128,2017,0
"2970","3593",18932694,25600929,2017,1
"2971","3593",18932694,25600929,2017,1
"2972","3594",41370859,30441147,2017,1
"2973","3594",41370859,30441147,2017,1
"2974","3595",42859126,29833554,2017,0
"2975","3596",60293531,82938729,2017,1
"2976","3596",60293531,82938729,2017,1
"2977","3596",60293531,82938729,2017,1
"2978","3597",38029095,32032824,2017,1
"2979","3598",69209179,68459882,2017,0
"2980","3599",0,0,2017,0
"2981","3600",71676138,55498213,2017,0
"2982","3601",76245540,48517169,2017,0
"2983","3602",72709526,53974502,2017,0
"2984","3603",66289053,47822540,2017,0
"2985","3604",58725456,41607725,2017,0
"2986","3605",81060996,52788787,2017,0
"2987","3606",54455463,43770907,2017,0
"2988","3607",75063465,57674695,2017,0
"2989","3608",68473738,53285081,2017,1
"2990","3608",68473738,53285081,2017,1
"2991","3609",64769758,51505193,2017,1
"2992","3609",64769758,51505193,2017,1
"2993","3609",64769758,51505193,2017,1
"2994","3610",39552674,32935081,2017,0
"2995","3611",34375668,28573934,2017,1
"2996","3611",34375668,28573934,2017,1
"2997","3612",53285301,42374991,2017,1
"2998","3612",53285301,42374991,2017,1
"2999","3613",28491403,21419722,2017,0
"3000","3614",32083562,24542530,2017,0
"3001","3615",40154849,29568980,2017,0
"3002","3616",89470842,90125280,2017,1
"3003","3616",89470842,90125280,2017,1
"3004","3617",48899292,47069420,2017,1
"3005","3617",48899292,47069420,2017,1
"3006","3618",51415093,45017399,2017,0
"3007","3619",57146616,46145517,2017,0
"3008","3620",54383730,38134257,2017,0
"3009","3621",69809848,49823828,2017,0
"3010","3622",63030639,44578793,2017,0
"3011","3623",34967047,23442333,2017,0
"3012","3624",29770428,21201848,2017,0
"3013","3625",18785465,15710244,2017,0
"3014","3626",29492965,19873492,2017,0
"3015","3627",28020427,23141694,2017,0
"3016","3628",25226196,20377904,2017,0
"3017","3629",25993156,20187932,2017,0
"3018","3630",11197430,8591097,2017,0
"3019","3631",21136973,18402307,2017,0
"3020","3632",29057001,26604573,2017,0
"3021","3633",22288424,17249797,2017,1
"3022","3634",15204080,11583966,2017,1
"3023","3635",7814519,7201427,2017,1
"3024","3636",29874322,24308119,2017,1
"3025","3636",29874322,24308119,2017,1
"3026","3637",38447129,28068478,2017,0
"3027","3638",28939313,24706658,2017,0
"3028","3639",24249777,36543982,2017,0
"3029","3640",39695771,27895904,2017,0
"3030","3641",36088237,26966351,2017,0
"3031","3642",34406809,23416354,2017,0
"3032","3643",32882115,24395283,2017,1
"3033","3643",32882115,24395283,2017,1
"3034","3644",16664799,10674261,2017,1
"3035","3645",14455113,12398805,2017,1
"3036","3646",17873325,16376528,2017,1
"3037","3647",24737305,19670491,2017,1
"3038","3648",27059661,22153890,2017,1
"3039","3648",27059661,22153890,2017,1
"3040","3649",26565988,21151090,2017,0
"3041","3650",30255265,25731446,2017,0
"3042","3651",27135775,24556607,2017,1
"3043","3651",27135775,24556607,2017,1
"3044","3651",27135775,24556607,2017,1
"3045","3652",22285905,20464256,2017,1
"3046","3652",22285905,20464256,2017,1
"3047","3652",22285905,20464256,2017,1
"3048","3653",30155278,23457045,2017,1
"3049","3654",21438800,19112304,2017,1
"3050","3655",33319844,26523589,2017,1
"3051","3656",29203576,22474161,2017,1
"3052","3701",110574576,247522618,2017,0
"3053","3702",253189668,647689684,2017,0
"3054","3703",110191956,111007227,2017,0
"3055","3704",223378798,340155714,2017,0
"3056","3705",251946771,682407423,2017,0
"3057","3705Z",114196676,256442799,2017,0
"3058","3706",641804831,694079423,2017,0
"3059","3707",239969997,557191896,2017,0
"3060","3708",785927080,1125315440,2017,0
"3061","3709",412135765,810217714,2017,0
"3062","3710",349596324,1083838262,2017,0
"3063","3711",0,0,2017,0
"3064","3712",51257476,257976683,2017,0
"3065","3713",301056291,723322510,2017,0
"3066","3714",0,0,2017,0
"3067","3715",67849083,101561729,2017,0
"3068","3716",98247696,178832895,2017,0
"3069","3717",247838508,480174198,2017,0
"3070","3718",253925761,130367464,2017,0
"3071","3719",599723437,837201223,2017,0
"3072","3720",268460491,508816617,2017,0
"3073","3721",563628000,1109582783,2017,0
"3074","3722",489589965,872205308,2017,0
"3075","3723",0,0,2017,0
"3076","3724",65208382,343611697,2017,0
"3077","3725",68668957,81167644,2017,0
"3078","3726",101197978,110899315,2017,0
"3079","3727",116252566,144746271,2017,0
"3080","3728",88828899,53860731,2017,0
"3081","3729",75653373,59107039,2017,0
"3082","3730",137585715,95853538,2017,1
"3083","3730",137585715,95853538,2017,1
"3084","3730",137585715,95853538,2017,1
"3085","3730",137585715,95853538,2017,1
"3086","3731",99310393,102329489,2017,1
"3087","3731",99310393,102329489,2017,1
"3088","3731",99310393,102329489,2017,1
"3089","3731",99310393,102329489,2017,1
"3090","3732",154913528,326080711,2017,0
"3091","3733",118343017,144416186,2017,0
"3092","3734",0,0,2017,0
"3093","3735",325348964,524215747,2017,0
"3094","3735A",84952886,82398506,2017,0
"3095","3736",352806128,620474327,2017,0
"3096","3737",341664300,134622150,2017,0
"3097","3738",141521563,378721837,2017,0
"3098","3739",0,0,2017,0
"3099","3740",232550562,305747293,2017,0
"3100","3741",166775033,246264697,2017,0
"3101","3742",0,0,2017,0
"3102","3743",0,0,2017,0
"3103","3744",91697987,218462671,2017,0
"3104","3745",540423000,597004451,2017,0
"3105","3746",364703251,430081827,2017,0
"3106","3747",154947922,378039326,2017,0
"3107","3748",185155607,271320462,2017,0
"3108","3749",184734643,337059522,2017,0
"3109","3750",262403385,236910566,2017,0
"3110","3751",264352691,434401280,2017,0
"3111","3752",182404253,186141458,2017,0
"3112","3753",133147707,113492443,2017,0
"3113","3754",41509440,43001041,2017,1
"3114","3754",41509440,43001041,2017,1
"3115","3754",41509440,43001041,2017,1
"3116","3754",41509440,43001041,2017,1
"3117","3755",68387587,54068207,2017,1
"3118","3755",68387587,54068207,2017,1
"3119","3755",68387587,54068207,2017,1
"3120","3756",73965053,53346491,2017,0
"3121","3757",51592434,43534085,2017,0
"3122","3758",2450423,6505180,2017,0
"3123","3759",4393026,3537571,2017,0
"3124","3760",30510726,15902269,2017,0
"3125","3761",4217874,3428231,2017,0
"3126","3762",37866970,21404363,2017,1
"3127","3762",37866970,21404363,2017,1
"3128","3762",37866970,21404363,2017,1
"3129","3763",37257034,57969252,2017,1
"3130","3763",37257034,57969252,2017,1
"3131","3764",71022912,61556341,2017,0
"3132","3765",501138613,380834908,2017,0
"3133","3766",111613458,186268136,2017,0
"3134","3767",74871427,65120791,2017,0
"3135","3768",112849084,107289209,2017,0
"3136","3769",35094614,24500009,2017,0
"3137","3770",0,0,2017,0
"3138","3771",85163981,78446976,2017,0
"3139","3773",28782714,110523572,2017,0
"3140","3774",311430950,371638346,2017,0
"3141","3775",106836554,106834850,2017,1
"3142","3775",106836554,106834850,2017,1
"3143","3775",106836554,106834850,2017,1
"3144","3775",106836554,106834850,2017,1
"3145","3775",106836554,106834850,2017,1
"3146","3775",106836554,106834850,2017,1
"3147","3775",106836554,106834850,2017,1
"3148","3775",106836554,106834850,2017,1
"3149","3776",189841438,156788863,2017,1
"3150","3776",189841438,156788863,2017,1
"3151","3776",189841438,156788863,2017,1
"3152","3776",189841438,156788863,2017,1
"3153","3776",189841438,156788863,2017,1
"3154","3777",77625619,62720007,2017,0
"3155","3778",90108519,38790296,2017,0
"3156","3779",59816361,42124361,2017,0
"3157","3780",146248258,320526030,2017,0
"3158","3781",48542168,29448602,2017,0
"3159","3782",13366550,27290247,2017,0
"3160","3783",165176395,338031979,2017,0
"3161","3784",114351466,48657648,2017,0
"3162","3785",111194278,177913662,2017,0
"3163","3786",156742234,122320401,2017,0
"3164","3787",169407294,202583247,2017,1
"3165","3787",169407294,202583247,2017,1
"3166","3787",169407294,202583247,2017,1
"3167","3788",139205800,178124168,2017,1
"3168","3788",139205800,178124168,2017,1
"3169","3789",355889226,421780711,2017,0
"3170","3789A",36034225,28563919,2017,0
"3171","3790",13197079,26782321,2017,0
"3172","3791",3629034,6695294,2017,0
"3173","3792",0,0,2017,0
"3174","3793",142305238,135922976,2017,0
"3175","3794",198558790,226024103,2017,0
"3176","3795",0,0,2017,0
"3177","3796",0,0,2017,0
"3178","3797",0,0,2017,0
"3179","3799",81405514,102813454,2017,0
"3180","3800",47414072,39986229,2017,0
"3181","3801",0,0,2017,0
"3182","3802",0,0,2017,0
"3183","3803",124401731,324678466,2017,0
"3184","3806",0,0,2017,0
"3185","3807",8186056,3981435,2017,0
"3186","3808",83998329,7115163,2017,0
"3187","3809",0,0,2017,0
"3188","3810",0,0,2017,0
"3189","3820",14432203,9260072,2017,0
"3190","3821",4189658,2938576,2017,0
"3191","3833",34199458,60017616,2017,0
"3192","3834",4870175,0,2017,0
"3193","3899",0,0,2017,0
"3194","3901",9307635,10847845,2017,0
"3195","3902",393132,0,2017,0
"3196","3903",2585018,5974119,2017,0
"3197","3904",548521,0,2017,0
"3198","3905",3494021,4849869,2017,0
"3199","3906",525814,5195341,2017,0
"3200","3907",952554,933277,2017,0
"3201","3908",325298,0,2017,0
"3202","3909",358971,0,2017,0
"3203","3910",26455673,38778318,2017,0
"3204","3911",30876284,97626219,2017,0
"3205","3912",7334786,6677285,2017,0
"3206","3913",7083488,3994568,2017,0
"3207","3914",6889118,4602401,2017,0
"3208","3915",28259944,42829612,2017,0
"3209","3916",18273879,6921540,2017,0
"3210","3917",0,0,2017,0
"3211","3918",5490064,8487200,2017,0
"3212","3919",3714290,2435224,2017,0
"3213","3920",11534875,18374617,2017,0
"3214","3921A",9594097,257272,2017,0
"3215","3922A",5063227,4851971,2017,0
"3216","3923",37333439,60571867,2017,0
"3217","3924",10187555,3691286,2017,0
"3218","3925",162301,14924,2017,0
"3219","3926",12676109,8449960,2017,0
"3220","3927",350750,942211,2017,0
"3221","3928",709150,947579,2017,0
"3222","3930A",61613551,46612598,2017,0
"3223","3931A",3660588,2440391,2017,0
"3224","3932",22324451,10719352,2017,0
"3225","3933",5887488,2620617,2017,0
"3226","3934",0,0,2017,0
"3227","3935",28019917,15582272,2017,0
"3228","3936",1962194,2698711,2017,0
"3229","3937",8471887,10532122,2017,0
"3230","3938",21746655,14497770,2017,0
"3231","3939",0,0,2017,0
"3232","3939A",49636,5494,2017,0
"3233","3940",119004691,198838496,2017,0
"3234","3941",0,0,2017,0
"3235","3943",0,0,2017,0
"3236","3948",3947308,5415861,2017,0
"3237","3949",7899039,1530739,2017,0
"3238","3950",19726504,14699248,2017,0
"3239","3951",4245844,5135321,2017,0
"3240","3952",4532323,4673364,2017,0
"3241","3953",14819946,1237780,2017,0
"3242","3954",7231519,3310924,2017,0
"3243","3955",11486499,2120966,2017,0
"3244","3956",23766738,16188041,2017,0
"3245","3957",52968551,57963091,2017,0
"3246","3958",11599374,7758164,2017,0
"3247","3959",0,0,2017,0
"3248","3960",726695,6109923,2017,0
"3249","3961",12708212,8971013,2017,0
"3250","3962",8866231,19154513,2017,0
"3251","3963",0,0,2017,0
"3252","3965",15542739,12947801,2017,0
"3253","3966",3427609,2187273,2017,0
"3254","3967",21345982,23865900,2017,0
"3255","3968",7724885,3572041,2017,0
"3256","3969",726808,195437,2017,0
"3257","3970",18292889,20649273,2017,0
"3258","3971",0,0,2017,0
"3259","3973",7185260,10456866,2017,0
"3260","3974",15754323,10917453,2017,0
"3261","3975",7180392,6307227,2017,0
"3262","3976",1847668,1102145,2017,0
"3263","3977",18915433,11346717,2017,0
"3264","3978",67653120,65511889,2017,0
"3265","3979",38315535,57618280,2017,0
"3266","3980",34178453,34644288,2017,0
"3267","3981",0,0,2017,0
"3268","3983",14970010,13266436,2017,0
"3269","3984",12802122,9196706,2017,0
"3270","3985",12538198,8806050,2017,0
"3271","3986",6075365,5432316,2017,0
"3272","3987",27833626,31668212,2017,0
"3273","3992",0,0,2017,0
"3274","3994",26372816,47887127,2017,0
"3275","3995",44371316,38254799,2017,0
"3276","3996",9037963,4698759,2017,0
"3277","3997",269127,626674,2017,0
"3278","3998",2123569,3859548,2017,0
"3279","3999",438559,652354,2017,0
"3280","4000",24168369,24855136,2017,0
"3281","4001",11826265,9169829,2017,1
"3282","4002",10799262,8923677,2017,1
"3283","4003",10655496,9895351,2017,1
"3284","4004",19374024,13816558,2017,0
"3285","4005",17817450,6146177,2017,0
"3286","4006",17809781,1301449,2017,0
"3287","4007",15543907,11897278,2017,0
"3288","4008",16242770,5233879,2017,0
"3289","4009",17186686,11916649,2017,0
"3290","4010",18583969,13940832,2017,0
"3291","4011",7892196,6746310,2017,0
"3292","4012",3925012,2515347,2017,0
"3293","4013",9842913,8702789,2017,0
"3294","4014",3477308,2287066,2017,0
"3295","4015",27550499,21994123,2017,0
"3296","4016",3526536,24257628,2017,0
"3297","4017",2874861,2021697,2017,0
"3298","4018",2798445,3419616,2017,0
"3299","4019",7324463,5262294,2017,0
"3300","4020",2864374,6572616,2017,0
"3301","4021",18629178,45016491,2017,0
"3302","4022",34305611,5213755,2017,0
"3303","4023",10889780,8860925,2017,0
"3304","4024",12685942,10220332,2017,0
"3305","4025",7259960,6276821,2017,0
"3306","4026",1619984,1407002,2017,0
"3307","4027",9129707,7049834,2017,0
"3308","4028",13768323,10757770,2017,0
"3309","4029",4943606,4184611,2017,0
"3310","4030",16754586,16834243,2017,0
"3311","4031",18348763,17453538,2017,0
"3312","4032",0,0,2017,0
"3313","4033",0,0,2017,0
"3314","4034",26403499,27517953,2017,0
"3315","4035",19053032,15092060,2017,0
"3316","4036",10595954,9398934,2017,1
"3317","4037",18068978,17522732,2017,1
"3318","4038",16353545,13951726,2017,1
"3319","4039",13322356,12152015,2017,0
"3320","4040",5550107,4679850,2017,0
"3321","4041",15245076,29165270,2017,0
"3322","4042",0,0,2017,0
"3323","4043",5956760,5386388,2017,0
"3324","4044",33792923,17048480,2017,0
"3325","4045",23933488,65596375,2017,0
"3326","4046",0,0,2017,0
"3327","4052",0,0,2017,0
"3328","4058",36927872,99363630,2017,0
"3329","4059",38700100,8471520,2017,0
"3330","4060",23740340,21031504,2017,0
"3331","4061",0,0,2017,0
"3332","4062",348888,273956,2017,0
"3333","4063",6033636,4955198,2017,0
"3334","4064",17002278,12414955,2017,0
"3335","4065",16387603,12641009,2017,0
"3336","4066",5611889,3487060,2017,0
"3337","4067",14782839,10942464,2017,0
"3338","4068",17267688,13836481,2017,0
"3339","4069",18769244,16055549,2017,0
"3340","4070",31199620,31132926,2017,0
"3341","4071",22787667,16955386,2017,0
"3342","4072",13640561,12726570,2017,0
"3343","4073",18607762,18251725,2017,0
"3344","4074",15196072,9371138,2017,0
"3345","4075",16012634,15113034,2017,0
"3346","4076",8229531,5869671,2017,0
"3347","4077",0,0,2017,0
"3348","4078",13739513,7671067,2017,0
"3349","4079",10626940,8088647,2017,0
"3350","4080",51034494,47940525,2017,0
"3351","4081",18135062,16103895,2017,0
"3352","4082",4043743,8316683,2017,0
"3353","4083",14616923,12866045,2017,0
"3354","4084",27548471,21093603,2017,0
"3355","4085",17859030,13922527,2017,0
"3356","4086",12719294,9509274,2017,0
"3357","4087",17894007,13049280,2017,0
"3358","4088",15607011,11319904,2017,0
"3359","4089",11830911,10434302,2017,0
"3360","4090",0,0,2017,0
"3361","4091",0,0,2017,0
"3362","4093",30724567,25953555,2017,0
"3363","4094",28752008,28617294,2017,0
"3364","4095",35575928,26196476,2017,0
"3365","4096",35087624,26161636,2017,0
"3366","4097",39424734,26160654,2017,0
"3367","4098",29212434,19894380,2017,0
"3368","4099",29570629,22460562,2017,0
"3369","4100",40071899,36373837,2017,0
"3370","4101",54591499,47637023,2017,0
"3371","4102",25409496,42459206,2017,0
"3372","4103",20957107,26024670,2017,0
"3373","4104",14917605,17277096,2017,0
"3374","4105",36336329,84728081,2017,0
"3375","4106",79691616,72722886,2017,1
"3376","4107",32118332,12016669,2017,1
"3377","4108",25356125,19846927,2017,1
"3378","4109",1149290,993058,2017,1
"3379","4110",0,0,2017,1
"3380","4111",0,0,2017,0
"3381","4120",0,0,2017,0
"3382","4139",3337315,2154952,2017,0
"3383","4140",0,0,2017,0
"3384","4142",15587572,12357362,2017,0
"3385","4143",17584501,11348865,2017,0
"3386","4144",16565561,12963386,2017,0
"3387","4145",16488242,10802611,2017,0
"3388","4146",14151680,10482518,2017,0
"3389","4147",27253115,20314958,2017,0
"3390","4148",11959758,7636765,2017,0
"3391","4149",14335901,11720372,2017,0
"3392","4150",12069764,8686532,2017,0
"3393","4151",10821146,9384255,2017,0
"3394","4152",18045542,13421509,2017,0
"3395","4153",12593489,12037301,2017,0
"3396","4154",0,0,2017,0
"3397","4157",0,0,2017,0
"3398","4158",28506784,18780759,2017,0
"3399","4159",28818162,18559463,2017,0
"3400","4160",32883298,25701628,2017,0
"3401","4161",25628397,21032032,2017,0
"3402","4162",28993324,23576620,2017,0
"3403","4163",0,0,2017,0
"3404","4167",6767525,3885333,2017,0
"3405","4168",7633394,6470262,2017,0
"3406","4169",0,0,2017,0
"3407","4170",5658870,2612132,2017,1
"3408","4170",5658870,2612132,2017,1
"3409","4171",5367442,6003819,2017,1
"3410","4171",5367442,6003819,2017,1
"3411","4172",36150146,78891077,2017,1
"3412","4173",984361,1225782,2017,1
"3413","4175",0,0,2017,1
"3414","4202",0,0,2017,0
"3415","4206",14946646,11519534,2017,0
"3416","4207",15990068,11983249,2017,0
"3417","4208",12309267,9332086,2017,0
"3418","4209",11926080,12337935,2017,0
"3419","4210",13786133,9359698,2017,0
"3420","4211",15789072,10209657,2017,0
"3421","4212",9817408,10949259,2017,0
"3422","4213",0,0,2017,0
"3423","4214",10953830,7102332,2017,0
"3424","4215",0,0,2017,0
"3425","4216",30660332,27172346,2017,0
"3426","4217",21459120,16183745,2017,0
"3427","4218",11360692,7661559,2017,0
"3428","4219",6385593,6009389,2017,0
"3429","4220",5319560,2910289,2017,0
"3430","4220A",0,0,2017,0
"3431","4221A",3888981,3124586,2017,0
"3432","4222A",0,0,2017,0
"3433","4223",0,0,2017,0
"3434","4224",33921780,37102995,2017,0
"3435","4226",5618556,3272750,2017,0
"3436","4227",2071991,3145745,2017,0
"3437","4228",97865356,88539565,2017,0
"3438","4229",2386189,1224796,2017,0
"3439","4230",749906,545652,2017,0
"3440","4231",5141284,1906226,2017,0
"3441","4232",2495349,1766201,2017,0
"3442","4238",0,0,2017,0
"3443","4239",0,0,2017,0
"3444","4240",0,0,2017,0
"3445","4241",2701465,736771,2017,0
"3446","4244",558367,127155,2017,0
"3447","4245",3704371,748987,2017,0
"3448","4246",2574482,3589332,2017,0
"3449","4247",3962867,3826499,2017,0
"3450","4259",16213280,13179815,2017,0
"3451","4260",13242517,10303895,2017,0
"3452","4261",0,0,2017,0
"3453","4262",9944169,8959337,2017,0
"3454","4263",11307996,8569670,2017,0
"3455","4264",18497530,17509834,2017,0
"3456","4265",17729428,19730302,2017,0
"3457","4266",20377353,15337732,2017,0
"3458","4267",14093358,9870373,2017,0
"3459","4268",18915398,12989692,2017,0
"3460","4269",3078816,6609674,2017,0
"3461","4270",8554279,7109585,2017,0
"3462","4271",16997914,12418597,2017,0
"3463","4272",10190544,10017442,2017,0
