"","Block","total_land_value_2017","total_improvement_value_2017","year","parklet"
"4930","6770",12162496,8221218,2017,0
"4931","6771",16111397,10767235,2017,0
"4932","6772",18603693,11069745,2017,0
"4933","6774",11813333,7560592,2017,0
"4934","6775",564561,443103,2017,0
"4935","6776",1797628,1302740,2017,0
"4936","6777",0,0,2017,0
"4937","6777A",0,0,2017,0
"4938","6778",9495287,6185452,2017,0
"4939","6779",15981999,11008649,2017,0
"4940","6780",12628745,8302938,2017,0
"4941","6781",7015417,4703918,2017,0
"4942","6782",6004213,4026862,2017,0
"4943","6783",3535105,2557140,2017,0
"4944","6784",4395078,2813150,2017,0
"4945","6785",6476690,3634708,2017,0
"4946","6786",16384748,11841307,2017,0
"4947","6792",253694,1172448,2017,0
"4948","6793",2435854,1573336,2017,0
"4949","6794",7572979,5167727,2017,0
"4950","6795A",9723405,5248407,2017,0
"4951","6795C",12121088,8127711,2017,0
"4952","6795D",11577983,7766634,2017,0
"4953","6796",10229284,7507861,2017,0
"4954","6797",9562919,6531075,2017,0
"4955","6798",12422207,8394998,2017,0
"4956","6799",11216787,7953844,2017,0
"4957","6800",10388803,9014280,2017,0
"4958","6801",11553792,7599792,2017,0
"4959","6802",4659627,2602283,2017,0
"4960","6803",4240802,4168491,2017,0
"4961","6804",5735143,5289890,2017,0
"4962","6900",0,0,2017,0
"4963","6901",2251754,2545791,2017,0
"4964","6902",6366526,4485167,2017,0
"4965","6903",4739454,5137363,2017,0
"4966","6904",11467981,7863054,2017,0
"4967","6905",12496152,9767365,2017,0
"4968","6907",10525457,7690261,2017,0
"4969","6908",13335348,9247609,2017,0
"4970","6909",11188349,6747094,2017,0
"4971","6910",4510671,2708867,2017,0
"4972","6911",7524482,5988649,2017,0
"4973","6912",14817881,11818987,2017,0
"4974","6912A",0,0,2017,0
"4975","6913",15575730,10228811,2017,0
"4976","6913A",0,0,2017,0
"4977","6914",9541246,8584866,2017,0
"4978","6915",9885771,7092196,2017,0
"4979","6916",8633333,8052300,2017,0
"4980","6917",14564965,8383353,2017,0
"4981","6917A",10196664,7940666,2017,0
"4982","6917B",0,0,2017,0
"4983","6918",1483565,1293011,2017,0
"4984","6919",10855649,8094772,2017,0
"4985","6920",13894587,9044203,2017,0
"4986","6921",10545721,7250468,2017,0
"4987","6922",9733473,6176745,2017,0
"4988","6923",9472601,6047196,2017,0
"4989","6924",6591781,4235962,2017,0
"4990","6925",11142958,7385928,2017,0
"4991","6926",7436460,5880318,2017,0
"4992","6927",6905711,6255575,2017,0
"4993","6928",11223333,7237266,2017,0
"4994","6929",9201406,6013946,2017,0
"4995","6930",9921535,7766738,2017,0
"4996","6931",8010613,5395020,2017,0
"4997","6932",8063171,5339505,2017,0
"4998","6933",6493511,5339521,2017,0
"4999","6934",6388687,5033051,2017,0
"5000","6935",10644246,4668737,2017,0
"5001","6936",4899522,5792016,2017,0
"5002","6937",10582535,9600682,2017,0
"5003","6938",10573515,7470540,2017,0
"5004","6939",12261594,8947617,2017,0
"5005","6940",6994589,7844515,2017,0
"5006","6941",15528419,11387338,2017,0
"5007","6942",10226320,10660319,2017,0
"5008","6943",11445658,10176245,2017,0
"5009","6944",13747762,19889711,2017,0
"5010","6945",8650243,7123536,2017,0
"5011","6946",10040308,8060570,2017,0
"5012","6947",3710655,3013581,2017,0
"5013","6948",1300385,899008,2017,0
"5014","6949",0,0,2017,0
"5015","6950",808470,1828632,2017,0
"5016","6951",12545435,9927310,2017,0
"5017","6952",1645330,2435822,2017,0
"5018","6953",15178139,10632888,2017,0
"5019","6954",16619176,9847978,2017,0
"5020","6955",17546817,13730581,2017,0
"5021","6956",11963474,11819682,2017,0
"5022","6957",10221861,8169985,2017,0
"5023","6958",14809979,10270528,2017,0
"5024","6958A",0,0,2017,0
"5025","6959",8682182,10574663,2017,0
"5026","6961",805792,827108,2017,0
"5027","6962",2230119,1919564,2017,0
"5028","6964",11256077,7498353,2017,0
"5029","6965A",10405329,8212835,2017,0
"5030","6965B",11741542,8189326,2017,0
"5031","6967",6875987,5160159,2017,0
"5032","6968",17299181,13452522,2017,0
"5033","6969",19839061,10252000,2017,0
"5034","6970",15691844,10546590,2017,0
"5035","6971A",8210046,6420997,2017,0
"5036","6971B",9929521,6793088,2017,0
"5037","6972",6846571,5715077,2017,0
"5038","6973",2492641,1511286,2017,0
"5039","6974",7739375,6040042,2017,0
"5040","6975",7278229,5743489,2017,0
"5041","6976",6681746,5531489,2017,0
"5042","6977",2852273,2079588,2017,0
"5043","6978",10890083,7226176,2017,0
"5044","6979",10488173,7586137,2017,0
"5045","6980",8559469,7906640,2017,0
"5046","6981",11085068,7798780,2017,0
"5047","6982",11829119,8939252,2017,0
"5048","6983",9464241,7435943,2017,0
"5049","6984",12240338,9657774,2017,0
"5050","6985",12243356,12199466,2017,0
"5051","6986",11196020,7898360,2017,0
"5052","6987",10136854,8357730,2017,0
"5053","6988",2974173,2240545,2017,0
"5054","6989",7812491,5905197,2017,0
"5055","6990",12153202,8876216,2017,0
"5056","6991",9745924,6980979,2017,0
"5057","6992",11774946,9187684,2017,0
"5058","6993",11427695,7874661,2017,0
"5059","6994",8030370,6505949,2017,0
"5060","6995",8517591,6590565,2017,0
"5061","6996",9513087,8633683,2017,0
"5062","6997",15726955,10412434,2017,0
"5063","6998",14722780,10181930,2017,0
"5064","6999",5154853,3892588,2017,0
"5065","7000",4093594,3604281,2017,0
"5066","7001",9463925,7151408,2017,0
"5067","7002",11711414,7055418,2017,0
"5068","7003",10997665,7178165,2017,0
"5069","7004",13390133,9628398,2017,0
"5070","7005",9193950,6427011,2017,0
"5071","7006",12648990,8741091,2017,0
"5072","7007",12055686,8101019,2017,0
"5073","7008",11039600,7850596,2017,0
"5074","7009",14012621,8668847,2017,0
"5075","7010",9876155,6944355,2017,0
"5076","7011",2324889,1723317,2017,0
"5077","7012",12401663,7758014,2017,0
"5078","7013",12095054,8505240,2017,0
"5079","7014",13685825,9246459,2017,0
"5080","7015",13099878,8376283,2017,0
"5081","7016",13722622,9813657,2017,0
"5082","7017",12129187,8353291,2017,0
"5083","7018",10855354,9220300,2017,0
"5084","7019",11718775,8350024,2017,0
"5085","7020",9036469,6492075,2017,0
"5086","7021",4520381,3433394,2017,0
"5087","7022",7420433,4916890,2017,0
"5088","7023",6321082,4444375,2017,0
"5089","7024",5850644,4299494,2017,0
"5090","7025",6381932,4302294,2017,0
"5091","7026",0,0,2017,0
"5092","7027A",8785551,6100030,2017,0
"5093","7027B",8192192,6483607,2017,0
"5094","7028A",7309280,4960426,2017,0
"5095","7028B",5823903,4437593,2017,0
"5096","7029",13857751,9657934,2017,0
"5097","7029A",6564878,4162829,2017,0
"5098","7030",18865991,15650367,2017,0
"5099","7031",23012295,17141067,2017,0
"5100","7032A",18638842,13326227,2017,0
"5101","7034",4168586,3536808,2017,0
"5102","7035",6378002,3752674,2017,0
"5103","7036",6215612,4228657,2017,0
"5104","7037",4284903,3178292,2017,0
"5105","7038",2160868,1490986,2017,0
"5106","7039",0,0,2017,0
"5107","7039A",4033076,3351482,2017,0
"5108","7039B",1129455,687583,2017,0
"5109","7040A",2985932,2453797,2017,0
"5110","7040B",3245436,2051913,2017,0
"5111","7041",8077822,5463877,2017,0
"5112","7042A",8298647,5772255,2017,0
"5113","7042B",7989589,5174907,2017,0
"5114","7043",23039542,16240971,2017,0
"5115","7044A",6419298,4076790,2017,0
"5116","7044B",8905626,5967984,2017,0
"5117","7044C",9163243,6148472,2017,0
"5118","7045",1804075,1561891,2017,0
"5119","7045A",3768778,2675697,2017,0
"5120","7045B",7596836,5259877,2017,0
"5121","7046",1225132,1728978,2017,0
"5122","7046A",5217377,4047340,2017,0
"5123","7046B",4304225,2823472,2017,0
"5124","7047",12090520,8431808,2017,0
"5125","7048",9914319,6509531,2017,0
"5126","7049",10191444,6929496,2017,0
"5127","7050",9011680,5536796,2017,0
"5128","7051",4101620,2308327,2017,0
"5129","7052",7761288,5589688,2017,0
"5130","7053",15970723,10703185,2017,0
"5131","7054",18652914,12019712,2017,0
"5132","7055",14402085,8524543,2017,0
"5133","7055A",5586460,3726720,2017,0
"5134","7056",14082853,11178104,2017,0
"5135","7057",10777077,7108594,2017,0
"5136","7058",4542660,3397243,2017,0
"5137","7059",8916991,6228108,2017,0
"5138","7060",12903068,7780295,2017,0
"5139","7061",12689455,8745557,2017,0
"5140","7062",12333177,8237069,2017,0
"5141","7063",4038971,2992852,2017,0
"5142","7063A",4114025,2335157,2017,0
"5143","7063B",4976353,2687427,2017,0
"5144","7064",8764927,6962677,2017,0
"5145","7064A",10331032,7115164,2017,0
"5146","7065",22344027,14678331,2017,0
"5147","7066",10151607,7325803,2017,0
"5148","7067",19880163,12854323,2017,0
"5149","7068",0,0,2017,0
"5150","7069",19306338,11990753,2017,0
"5151","7070",10026322,6882095,2017,0
"5152","7071",11142901,7429476,2017,0
"5153","7072",11749507,7717392,2017,0
"5154","7073",6753439,4582267,2017,0
"5155","7074",1673548,1097517,2017,0
"5156","7075",6137244,4291977,2017,0
"5157","7076",10400962,7637177,2017,0
"5158","7077",11088574,7507623,2017,0
"5159","7078",7739226,5087223,2017,0
"5160","7079",10285662,6564591,2017,0
"5161","7080",2864941,4207424,2017,0
"5162","7081A",9884258,7435058,2017,0
"5163","7081B",816999,137934,2017,0
"5164","7082",792619,621405,2017,0
"5165","7083",5637869,5382897,2017,0
"5166","7084",8229747,5764721,2017,0
"5167","7085",12858578,9589967,2017,0
"5168","7086",12960017,9103830,2017,0
"5169","7087",11085683,7339108,2017,0
"5170","7088",12810524,6411330,2017,0
"5171","7089",8549635,5482172,2017,0
"5172","7090",10667169,7254393,2017,0
"5173","7091",12314140,8501188,2017,0
"5174","7092",16828119,12709879,2017,0
"5175","7094",15997726,11205051,2017,0
"5176","7095",1567482,1208696,2017,0
"5177","7095A",0,0,2017,0
"5178","7095B",0,0,2017,0
"5179","7096A",7482206,6103982,2017,0
"5180","7096B",7844247,5504655,2017,0
"5181","7096C",4382187,3447183,2017,0
"5182","7097",15646093,12585504,2017,0
"5183","7098",4297634,4085490,2017,0
"5184","7099",4495229,2464548,2017,0
"5185","7100",18768134,14589236,2017,0
"5186","7101A",5620309,4555908,2017,0
"5187","7101B",7340448,5609172,2017,0
"5188","7102",1618966,2271971,2017,0
"5189","7103",18567087,13207599,2017,0
"5190","7104",18207366,12746094,2017,0
"5191","7105",10989267,7222692,2017,0
"5192","7106",17896087,12286534,2017,0
"5193","7107",12828380,8779737,2017,0
"5194","7108",8867506,9792468,2017,0
"5195","7109",8038837,7231981,2017,0
"5196","7109A",5633738,3817253,2017,0
"5197","7110A",8501258,5495049,2017,0
"5198","7110B",7567466,5012562,2017,0
"5199","7111",2204542,1335931,2017,0
"5200","7112",7101438,5736718,2017,0
"5201","7113",14603114,13409665,2017,0
"5202","7114",20814895,15227398,2017,0
"5203","7115",9632739,6905476,2017,0
"5204","7116",9458359,6754721,2017,0
"5205","7117",10015883,6245663,2017,0
"5206","7118",8197470,5599364,2017,0
"5207","7119",9646242,6067725,2017,0
"5208","7120",10530791,6559157,2017,0
"5209","7121",6378715,4344042,2017,0
"5210","7122",5818639,3739870,2017,0
"5211","7123",155240,83564,2017,0
"5212","7124",3093153,2180156,2017,0
"5213","7125",7833886,5183724,2017,0
"5214","7126A",106647148,95451411,2017,0
"5215","7126B",4068957,2889580,2017,0
"5216","7127",4682596,3008713,2017,0
"5217","7128",0,0,2017,0
"5218","7129",9143454,6619467,2017,0
"5219","7130",7171667,5346646,2017,0
"5220","7131",0,0,2017,0
"5221","7132",2177999,1879975,2017,0
"5222","7133",5559988,3820861,2017,0
"5223","7134",4196014,3019723,2017,0
"5224","7135",2942845,2473995,2017,0
"5225","7136",3947248,3509454,2017,0
"5226","7137",16759910,11842676,2017,0
"5227","7138",14916415,10237946,2017,0
"5228","7139",1539070,1634122,2017,0
"5229","7139A",0,0,2017,0
"5230","7140",3040227,3238149,2017,0
"5231","7141",8488341,6372759,2017,0
"5232","7142",9612867,6798752,2017,0
"5233","7143",15558947,12727896,2017,0
"5234","7144",338392,109456,2017,0
"5235","7145",17775256,13143055,2017,0
"5236","7146",10646458,7041841,2017,0
"5237","7147",4125705,3247075,2017,0
"5238","7148",7087240,4918928,2017,0
"5239","7149",4331695,3090149,2017,0
"5240","7150",10630720,8848479,2017,0
"5241","7151",5240672,3687017,2017,0
"5242","7153",593142,385283,2017,0
"5243","7154",4414403,3028253,2017,0
"5244","7155",4596373,3382782,2017,0
"5245","7156",5076424,4390730,2017,0
"5246","7157",0,0,2017,0
"5247","7158",0,0,2017,0
"5248","7159",10248724,7652924,2017,0
"5249","7160",1088335,1079669,2017,0
"5250","7161",14792977,10242721,2017,0
"5251","7162",3372465,2255214,2017,0
"5252","7163",9053004,6035366,2017,0
"5253","7164",8524118,5435495,2017,0
"5254","7165",2035733,1412930,2017,0
"5255","7166",6197880,4060735,2017,0
"5256","7167",3460206,2619245,2017,0
"5257","7168",815592,475992,2017,0
"5258","7169",11388490,9036541,2017,0
"5259","7170",6133838,4978624,2017,0
"5260","7172",3665981,3129702,2017,0
"5261","7173",8550535,7545409,2017,0
"5262","7174",4716809,2588235,2017,0
"5263","7176",0,0,2017,0
"5264","7177",0,0,2017,0
"5265","7178",5751955,4163087,2017,0
"5266","7179",3041706,1855838,2017,0
"5267","7203",14378196,9145425,2017,0
"5268","7204",11737934,9119524,2017,0
"5269","7205",13723199,9593100,2017,0
"5270","7206",0,0,2017,0
"5271","7207",15494461,9909104,2017,0
"5272","7208",15320366,11254932,2017,0
"5273","7209",14598116,9457795,2017,0
"5274","7210",10173308,8627649,2017,0
"5275","7211",9221965,6160544,2017,0
"5276","7212",9219093,6393821,2017,0
"5277","7213",9088216,6561853,2017,0
"5278","7214",8117852,6257010,2017,0
"5279","7215",8683083,6605640,2017,0
"5280","7216",5977566,3830252,2017,0
"5281","7217",6450439,5741027,2017,0
"5282","7218",9319667,7833302,2017,0
"5283","7219",9543914,6649269,2017,0
"5284","7220",12671943,9643878,2017,0
"5285","7221",6637687,6466159,2017,0
"5286","7222",4793588,2979528,2017,0
"5287","7222A",0,0,2017,0
"5288","7222B",0,0,2017,0
"5289","7223",7817761,5347869,2017,0
"5290","7224",3231290,2250673,2017,0
"5291","7225",13094150,9678088,2017,0
"5292","7226",16434796,10446190,2017,0
"5293","7228",404070,194257,2017,0
"5294","7229",5461991,3613360,2017,0
"5295","7229A",2380772,2268697,2017,0
"5296","7230",1155667,744940,2017,0
"5297","7231",14231578,16422213,2017,0
"5298","7232",9338624,7656371,2017,0
"5299","7233",12268005,8185277,2017,0
"5300","7234",6920177,5561593,2017,0
"5301","7235",9048476,6374709,2017,0
"5302","7236",3370310,3469725,2017,0
"5303","7237",6964585,4796603,2017,0
"5304","7238",7319000,4589131,2017,0
"5305","7238A",5094562,3942724,2017,0
"5306","7239",7394845,5189881,2017,0
"5307","7239A",11318418,8317818,2017,0
"5308","7240",10895207,8541426,2017,0
"5309","7240A",13448351,8273103,2017,0
"5310","7241",15960822,10932417,2017,0
"5311","7242",7738386,5684726,2017,0
"5312","7243",4980396,3345022,2017,0
"5313","7244",16148909,10548730,2017,0
"5314","7245",12723372,8076893,2017,0
"5315","7246",18058547,11942170,2017,0
"5316","7247",17536500,11019453,2017,0
"5317","7248",8808920,6903319,2017,0
"5318","7249",12048271,7001733,2017,0
"5319","7250",15369897,12396085,2017,0
"5320","7251",19899134,12772609,2017,0
"5321","7252",14684481,10797317,2017,0
"5322","7253",11672409,9746757,2017,0
"5323","7254",12842116,9159938,2017,0
"5324","7255",45828650,31164362,2017,0
"5325","7258",15282829,9817266,2017,0
"5326","7259",13060804,8083459,2017,0
"5327","7260",25940183,16441874,2017,0
"5328","7260A",8506,0,2017,0
"5329","7261",21134448,14585348,2017,0
"5330","7262",9817232,6461381,2017,0
"5331","7263",5554654,3922296,2017,0
"5332","7264",5948495,3587184,2017,0
"5333","7265",8531730,5614893,2017,0
"5334","7266",10520160,5547496,2017,0
"5335","7267",11915393,6987975,2017,0
"5336","7268",7234573,5294494,2017,0
"5337","7269",15928726,11966338,2017,0
"5338","7270",16404473,11033340,2017,0
"5339","7272",15034479,10371935,2017,0
"5340","7273",11985209,8282880,2017,0
"5341","7274",9838518,8218069,2017,0
"5342","7275",11478737,8588307,2017,0
"5343","7276",12023330,7876016,2017,0
"5344","7277",14182859,10528586,2017,0
"5345","7278",11305952,7031262,2017,0
"5346","7279",18294841,12936458,2017,0
"5347","7281",0,0,2017,0
"5348","7282",15752315,51715470,2017,0
"5349","7283",3324086,0,2017,0
"5350","7284",2907753,10440882,2017,0
"5351","7295",115058570,267814095,2017,0
"5352","7296",17714180,60071576,2017,0
"5353","7298",0,0,2017,0
"5354","7299",0,0,2017,0
"5355","7303",255571,96292,2017,0
"5356","7303A",289646,0,2017,0
"5357","7304",0,0,2017,0
"5358","7306",0,0,2017,0
"5359","7307",0,0,2017,0
"5360","7308",21650087,22661030,2017,0
"5361","7309",18049312,6440500,2017,0
"5362","7309A",1896934,0,2017,0
"5363","7310",20474441,7406006,2017,0
"5364","7311",13289926,4884329,2017,0
"5365","7312",0,0,2017,0
"5366","7313",0,0,2017,0
"5367","7314",0,0,2017,0
"5368","7315",2487597,0,2017,0
"5369","7316",1681116,670169,2017,0
"5370","7317",13409195,4884329,2017,0
"5371","7318",13403516,4884329,2017,0
"5372","7319",1635678,670169,2017,0
"5373","7320",4214153,1181324,2017,0
"5374","7321",12949161,4884329,2017,0
"5375","7322",13380798,4884329,2017,0
"5376","7323",11165810,4373178,2017,0
"5377","7324",4804189,1201045,2017,0
"5378","7325",13403516,4884329,2017,0
"5379","7326",32088931,33997227,2017,0
"5380","7330",19378303,11336194,2017,0
"5381","7331",153810501,97989697,2017,0
"5382","7332",32965905,5328306,2017,0
"5383","7333",31549379,2964672,2017,0
"5384","7333A",227176,0,2017,0
"5385","7333B",227176,0,2017,0
"5386","7333C",22713,0,2017,0
"5387","7333D",567941,0,2017,0
"5388","7333E",249893,0,2017,0
"5389","7334",29226482,3850668,2017,0
"5390","7335",73355870,51251421,2017,0
"5391","7336",20474441,7406006,2017,0
"5392","7337",4668509,2078676,2017,0
"5393","7338",10586504,3850667,2017,0
"5394","7339",13017310,4895687,2017,0
"5395","7340",14630278,4884329,2017,0
"5396","7341",13426234,4884329,2017,0
"5397","7342",9598281,3111500,2017,0
"5398","7343",13454630,4884329,2017,0
"5399","7344",13210414,4884329,2017,0
"5400","7345",12733338,0,2017,0
"5401","7345A",3827948,0,2017,0
"5402","7345B",215814,0,2017,0
"5403","7345C",658810,0,2017,0
"5404","7346",0,0,2017,0
"5405","7347",0,0,2017,0
"5406","7348",0,0,2017,0
"5407","7349",0,0,2017,0
"5408","7350",0,0,2017,0
"5409","7351",0,0,2017,0
"5410","7352",0,0,2017,0
"5411","7352A",0,0,2017,0
"5412","7353",0,0,2017,0
"5413","7354",0,0,2017,0
"5414","7355",0,0,2017,0
"5415","7356",1016616,0,2017,0
"5416","7357",420274,0,2017,0
